Applicant_ID,Age,Gender,Qualification_Level,Marks_Percentage,Experience_Years,Driving,Sales,Typing,Computer,Govt_Exam_Score,English_Proficiency,Computer_Proficiency,Physical_Fitness,Predicted_Job
A4187,24,Female,12th,76,14,0,1,1,1,0,1,4,1,Sales Executive
A4188,35,Male,Graduate,67,15,1,0,0,1,55,5,5,2,Sales Executive
A4189,39,Other,Diploma,84,0,0,0,0,0,92,4,2,5,Security Guard
A4190,38,Male,10th,52,2,1,1,1,0,95,1,3,4,Customer Support
A4191,45,Male,Graduate,63,1,0,1,0,1,58,1,2,1,Security Guard
A4192,24,Male,10th,92,14,1,1,0,1,0,5,3,2,Lab Assistant
A4193,41,Female,Graduate,65,11,0,1,1,1,79,5,3,1,Data Entry Operator
A4194,43,Other,Graduate,81,3,1,1,0,1,77,5,3,5,Security Guard
A4195,44,Male,Graduate,74,12,0,0,1,0,64,2,5,4,Security Guard
A4196,33,Female,Diploma,40,4,1,1,0,0,74,5,3,1,Junior Engineer
A4197,33,Female,Diploma,94,10,0,1,1,0,72,2,2,2,Lab Assistant
A4198,22,Female,Diploma,87,1,0,0,0,0,0,2,4,3,Junior Engineer
A4199,22,Other,12th,88,15,0,0,1,1,0,3,1,4,Clerk
A4200,28,Female,Graduate,86,5,0,1,1,0,90,4,4,5,Sales Executive
A4201,45,Male,Diploma,68,13,0,0,1,1,88,2,3,4,Lab Assistant
A4202,39,Other,Postgrad,60,12,1,1,0,1,53,4,2,1,Lab Assistant
A4203,29,Female,Diploma,41,6,0,1,0,1,58,5,3,5,Sales Executive
A4204,18,Male,Postgrad,63,10,0,1,0,1,0,4,5,1,Lab Assistant
A4205,28,Male,12th,68,14,1,0,1,1,53,4,2,5,Delivery Boy
A4206,34,Other,Postgrad,78,13,1,0,1,1,0,1,1,2,Sales Executive
A4207,34,Male,10th,88,7,1,1,0,1,0,2,2,5,Sales Executive
A4208,40,Other,10th,81,5,0,1,0,1,69,3,4,1,Security Guard
A4209,23,Other,Graduate,40,15,0,1,1,0,75,4,1,4,Lab Assistant
A4210,22,Male,Postgrad,63,13,0,1,1,0,0,4,3,1,Lab Assistant
A4211,23,Other,10th,75,0,0,1,1,1,73,2,5,2,Data Entry Operator
A4212,40,Male,Diploma,94,12,1,1,0,0,0,4,1,1,Lab Assistant
A4213,31,Other,12th,66,12,0,0,1,0,0,5,4,5,Security Guard
A4214,20,Male,Graduate,47,6,1,0,1,1,0,3,4,1,Delivery Boy
A4215,26,Female,10th,57,15,1,1,1,0,81,2,3,3,Delivery Boy
A4216,35,Male,Graduate,76,10,1,0,1,0,88,4,5,3,Sales Executive
A4217,24,Female,Postgrad,40,1,0,0,1,0,0,5,1,1,Security Guard
A4218,33,Female,Diploma,93,10,1,0,1,0,0,1,1,2,Lab Assistant
A4219,38,Male,Graduate,92,6,1,1,0,0,0,5,4,2,Sales Executive
A4220,25,Female,10th,43,0,1,0,1,0,84,3,4,1,Apprentice
A4221,25,Other,Postgrad,63,9,0,1,0,1,0,1,2,1,Lab Assistant
A4222,45,Female,10th,40,13,0,1,0,0,0,3,4,4,Security Guard
A4223,31,Male,Postgrad,80,10,0,1,1,1,0,5,3,3,Sales Executive
A4224,30,Female,10th,69,11,0,1,0,1,0,4,4,3,Security Guard
A4225,38,Female,Graduate,89,6,0,1,0,1,0,1,1,1,Security Guard
A4226,18,Female,10th,56,0,1,1,1,0,0,5,4,4,Apprentice
A4227,44,Male,Postgrad,85,12,1,0,0,0,0,3,3,2,Security Guard
A4228,40,Female,Diploma,71,6,0,1,0,0,62,5,4,4,Security Guard
A4229,27,Other,10th,69,9,1,0,0,1,89,1,4,4,Delivery Boy
A4230,24,Female,Diploma,62,3,1,1,1,0,0,1,4,1,Delivery Boy
A4231,35,Other,12th,49,11,1,1,0,1,70,2,2,2,Sales Executive
A4232,42,Male,12th,90,13,0,1,0,1,51,2,5,1,Security Guard
A4233,21,Male,10th,52,5,0,0,0,1,73,4,3,1,Security Guard
A4234,34,Male,Diploma,59,1,1,0,0,0,70,2,4,5,Junior Engineer
A4235,44,Female,Graduate,77,13,1,0,1,1,53,4,5,2,Sales Executive
A4236,33,Male,12th,84,10,0,0,0,1,0,5,1,5,Security Guard
A4237,45,Other,12th,60,8,1,1,0,0,83,5,4,4,Lab Assistant
A4238,29,Female,Postgrad,86,8,1,0,1,1,0,4,1,3,School Teacher
A4239,34,Other,Postgrad,76,3,1,0,1,0,0,3,5,3,School Teacher
A4240,21,Other,Graduate,94,11,1,0,1,1,88,1,3,4,School Teacher
A4241,38,Male,Diploma,56,5,1,0,0,1,61,4,1,5,Junior Engineer
A4242,22,Male,Diploma,73,7,1,1,0,0,64,3,5,4,Junior Engineer
A4243,38,Male,Diploma,53,6,1,0,1,1,80,2,3,4,Junior Engineer
A4244,18,Female,Diploma,74,0,1,0,1,0,0,3,2,2,Delivery Boy
A4245,25,Other,Graduate,69,5,0,0,1,1,0,3,3,2,School Teacher
A4246,41,Other,Diploma,72,15,1,0,0,0,0,2,3,1,Junior Engineer
A4247,23,Other,10th,77,0,1,0,1,0,0,1,3,2,Apprentice
A4248,42,Male,Postgrad,92,2,1,1,0,1,0,2,4,2,Customer Support
A4249,39,Male,12th,63,14,1,0,1,1,0,5,2,5,Sales Executive
A4250,42,Male,10th,83,9,1,0,0,1,0,5,2,1,Lab Assistant
A4251,26,Other,Postgrad,87,6,1,1,0,1,0,5,3,4,Delivery Boy
A4252,19,Other,10th,88,10,1,1,1,0,0,2,4,4,Lab Assistant
A4253,32,Other,Diploma,56,5,1,0,0,1,77,1,5,1,Lab Assistant
A4254,26,Male,Diploma,82,12,1,1,1,0,0,3,3,1,Junior Engineer
A4255,31,Male,Postgrad,78,13,0,1,1,1,0,1,5,3,Sales Executive
A4256,35,Female,10th,83,11,1,1,1,1,63,4,4,5,Data Entry Operator
A4257,27,Male,Diploma,83,10,0,1,0,1,0,1,2,3,Security Guard
A4258,27,Female,10th,83,2,1,0,1,1,0,2,1,4,Delivery Boy
A4259,33,Female,12th,88,13,1,1,0,0,0,4,3,4,Security Guard
A4260,40,Other,12th,84,5,1,1,0,0,73,4,5,4,Sales Executive
A4261,28,Female,10th,85,10,0,0,1,1,57,5,4,4,Lab Assistant
A4262,42,Male,12th,79,12,1,1,0,0,0,5,1,4,Lab Assistant
A4263,24,Other,Diploma,65,2,1,1,0,1,0,4,4,2,Junior Engineer
A4264,26,Other,Graduate,62,10,1,1,0,0,64,3,1,5,Delivery Boy
A4265,23,Male,Graduate,64,0,1,0,0,1,58,4,1,3,Delivery Boy
A4266,31,Female,Postgrad,92,13,0,1,1,0,86,3,2,2,Security Guard
A4267,33,Female,10th,53,15,1,0,0,1,0,1,3,3,Security Guard
A4268,37,Other,12th,57,12,0,1,0,0,59,4,1,3,Lab Assistant
A4269,29,Other,Graduate,93,8,0,1,0,0,0,5,4,2,School Teacher
A4270,26,Other,Diploma,68,13,1,1,1,1,79,5,1,5,Delivery Boy
A4271,44,Female,Graduate,72,11,1,1,0,1,59,3,4,5,Sales Executive
A4272,28,Other,12th,74,9,1,1,1,0,78,3,5,5,Lab Assistant
A4273,35,Other,10th,49,8,1,0,1,0,0,2,3,4,Sales Executive
A4274,33,Male,Postgrad,46,9,0,0,1,1,0,4,1,5,Data Entry Operator
A4275,25,Female,Diploma,82,0,0,0,1,0,89,1,2,4,Security Guard
A4276,30,Male,10th,79,9,0,1,1,1,0,5,4,5,Lab Assistant
A4277,23,Female,12th,76,1,0,1,1,0,93,1,4,5,Apprentice
A4278,22,Other,Diploma,43,0,1,1,1,0,0,2,1,2,Delivery Boy
A4279,44,Female,Graduate,79,5,1,0,1,0,0,3,5,3,School Teacher
A4280,37,Female,Diploma,84,14,0,1,0,0,0,1,3,3,Sales Executive
A4281,19,Male,Graduate,86,2,0,1,1,1,71,1,4,2,Data Entry Operator
A4282,29,Female,10th,61,11,1,0,1,0,64,4,2,2,Delivery Boy
A4283,33,Male,Postgrad,81,7,0,1,1,1,0,2,4,2,Sales Executive
A4284,26,Other,Graduate,58,15,1,0,1,0,80,5,4,1,Delivery Boy
A4285,31,Male,Postgrad,64,15,0,1,0,1,93,1,3,2,Lab Assistant
A4286,38,Male,Postgrad,88,2,0,1,0,0,93,4,5,5,Security Guard
A4287,35,Male,Diploma,50,2,0,0,0,0,0,3,2,4,Customer Support
A4288,29,Other,12th,53,8,0,1,1,1,0,4,5,2,Data Entry Operator
A4289,30,Female,Diploma,62,10,0,0,0,0,0,4,1,4,Security Guard
A4290,28,Male,10th,53,9,1,1,0,1,0,1,2,4,Lab Assistant
A4291,31,Female,Graduate,90,6,1,1,0,0,0,3,3,3,School Teacher
A4292,29,Female,12th,80,0,0,0,0,0,76,2,2,4,Security Guard
A4293,19,Female,Postgrad,87,3,0,0,0,1,92,5,4,4,Customer Support
A4294,34,Female,Postgrad,42,1,1,0,1,1,0,5,3,2,Lab Assistant
A4295,43,Other,10th,53,1,0,0,0,1,80,5,3,4,Apprentice
A4296,24,Female,12th,72,0,0,1,0,1,50,3,1,3,Security Guard
A4297,36,Male,Postgrad,49,6,0,1,1,0,0,5,2,4,Security Guard
A4298,45,Male,10th,51,10,1,1,1,0,73,4,4,2,Security Guard
A4299,21,Male,Graduate,79,15,0,1,1,1,0,3,3,2,Sales Executive
A4300,23,Female,Graduate,50,5,0,1,1,0,59,5,5,4,Junior Engineer
A4301,42,Male,Postgrad,89,12,1,0,0,1,0,2,1,1,Sales Executive
A4302,31,Other,Graduate,70,10,1,1,1,1,0,5,1,5,School Teacher
A4303,21,Other,10th,94,11,1,0,0,0,0,4,3,4,Lab Assistant
A4304,32,Female,Diploma,82,9,1,0,1,0,0,3,2,2,Security Guard
A4305,31,Female,Diploma,64,1,1,1,1,0,55,2,3,4,Security Guard
A4306,41,Male,Graduate,53,3,0,0,0,1,0,2,3,2,Customer Support
A4307,43,Other,Postgrad,58,4,0,1,0,1,95,3,2,5,Lab Assistant
A4308,29,Female,10th,93,8,1,0,1,1,58,2,2,4,Delivery Boy
A4309,30,Male,Diploma,56,9,0,1,1,0,57,5,5,3,Junior Engineer
A4310,38,Female,Graduate,66,15,1,0,0,1,0,5,1,4,Security Guard
A4311,22,Female,Graduate,74,12,1,1,1,0,0,4,3,2,School Teacher
A4312,43,Other,10th,82,9,1,0,0,1,59,4,5,2,Sales Executive
A4313,26,Female,12th,83,3,1,1,0,0,0,1,4,3,Lab Assistant
A4314,35,Other,Diploma,89,2,1,0,1,0,0,1,5,2,Customer Support
A4315,31,Female,Graduate,51,10,0,0,1,0,0,2,5,2,Sales Executive
A4316,40,Other,Postgrad,52,4,1,0,0,1,0,1,4,5,Lab Assistant
A4317,34,Female,12th,70,14,1,1,0,0,0,5,2,2,Lab Assistant
A4318,26,Male,Graduate,54,14,1,0,1,1,0,4,1,5,Junior Engineer
A4319,33,Female,Graduate,88,6,1,1,0,0,0,2,4,3,School Teacher
A4320,33,Male,Postgrad,75,1,1,1,1,0,0,2,4,2,Security Guard
A4321,20,Female,10th,93,6,0,0,0,0,0,4,4,4,Security Guard
A4322,31,Female,Postgrad,80,13,0,0,1,0,86,1,4,3,School Teacher
A4323,28,Female,12th,41,9,1,1,1,0,92,1,3,5,Delivery Boy
A4324,38,Male,Graduate,63,8,1,1,1,0,0,3,4,5,Junior Engineer
A4325,40,Male,10th,50,13,0,0,1,0,77,2,4,1,Lab Assistant
A4326,32,Female,Graduate,40,0,0,0,0,1,0,5,5,1,Lab Assistant
A4327,35,Female,10th,56,3,0,0,1,0,0,1,4,2,Customer Support
A4328,18,Female,Postgrad,85,3,0,0,1,0,0,3,4,4,Security Guard
A4329,33,Female,Diploma,55,7,1,1,1,1,0,3,5,2,Data Entry Operator
A4330,32,Male,Diploma,75,11,0,1,1,0,58,1,1,3,Junior Engineer
A4331,18,Other,Diploma,92,14,0,0,1,0,63,3,2,4,Security Guard
A4332,30,Female,12th,40,6,1,1,1,1,0,5,1,3,Sales Executive
A4333,45,Male,12th,75,1,1,1,1,0,73,5,1,3,Apprentice
A4334,26,Other,10th,70,14,0,0,1,0,0,5,1,3,Security Guard
A4335,34,Other,Diploma,89,14,0,1,0,1,95,4,3,1,Sales Executive
A4336,22,Male,12th,70,5,0,0,0,0,0,1,2,3,Lab Assistant
A4337,43,Other,10th,70,8,0,0,1,1,0,3,2,1,Lab Assistant
A4338,26,Other,10th,89,2,0,1,0,1,60,1,1,1,Lab Assistant
A4339,37,Female,Postgrad,78,10,0,0,0,0,56,1,1,4,School Teacher
A4340,29,Other,Graduate,90,4,1,0,0,0,0,2,3,5,Delivery Boy
A4341,21,Male,Graduate,74,0,0,0,1,1,79,5,5,2,Data Entry Operator
A4342,23,Other,Graduate,56,7,1,1,1,0,0,4,2,5,Delivery Boy
A4343,45,Other,10th,80,8,1,1,1,1,66,5,2,2,Sales Executive
A4344,40,Female,Diploma,95,7,1,0,1,1,0,3,1,4,Sales Executive
A4345,30,Other,Diploma,87,14,1,0,0,0,0,1,1,5,Lab Assistant
A4346,44,Female,10th,68,14,0,0,0,1,92,3,1,5,Security Guard
A4347,28,Female,12th,77,5,1,1,1,1,0,2,5,2,Clerk
A4348,45,Female,Diploma,84,1,0,0,1,1,0,5,1,3,Data Entry Operator
A4349,37,Female,10th,55,2,1,0,1,0,0,2,2,3,Customer Support
A4350,34,Other,12th,60,2,0,1,1,0,64,3,2,4,Customer Support
A4351,29,Female,Graduate,79,5,1,1,0,1,0,1,2,4,Delivery Boy
A4352,30,Male,10th,74,11,1,1,0,0,0,1,4,2,Sales Executive
A4353,44,Male,12th,56,12,1,0,0,0,0,3,2,3,Sales Executive
A4354,41,Other,Diploma,51,9,0,0,0,0,0,4,4,2,Security Guard
A4355,43,Male,10th,66,0,1,1,1,0,80,3,5,3,Security Guard
A4356,24,Male,Postgrad,60,9,0,0,1,0,0,4,5,5,Security Guard
A4357,32,Male,Diploma,52,3,0,1,0,0,82,4,5,1,Customer Support
A4358,32,Other,Postgrad,88,4,0,1,1,0,58,4,3,3,School Teacher
A4359,23,Male,10th,66,4,0,0,0,0,0,3,5,3,Security Guard
A4360,34,Female,12th,43,7,1,0,1,0,0,4,3,4,Sales Executive
A4361,34,Other,Diploma,42,12,1,1,1,0,0,4,5,2,Lab Assistant
A4362,28,Female,10th,95,8,0,1,1,1,0,1,2,3,Data Entry Operator
A4363,29,Female,12th,90,7,1,0,1,1,0,1,2,3,Clerk
A4364,24,Female,12th,51,0,1,0,1,0,81,5,1,5,Apprentice
A4365,36,Male,10th,93,5,1,0,1,1,60,2,1,2,Sales Executive
A4366,40,Other,Postgrad,41,2,1,1,0,0,55,3,1,2,Lab Assistant
A4367,40,Male,12th,45,1,1,0,1,1,0,1,3,4,Clerk
A4368,27,Other,Graduate,44,15,1,1,0,1,0,3,5,3,Delivery Boy
A4369,34,Other,Graduate,71,2,1,1,0,1,77,3,1,1,School Teacher
A4370,38,Female,12th,61,7,1,0,1,0,0,1,2,5,Security Guard
A4371,19,Male,10th,71,4,1,1,1,1,0,5,1,1,Lab Assistant
A4372,26,Female,12th,54,0,1,1,1,1,0,4,2,1,Delivery Boy
A4373,26,Male,Postgrad,94,2,0,0,1,1,55,5,4,1,School Teacher
A4374,29,Male,Postgrad,81,0,1,0,0,0,0,4,4,3,Delivery Boy
A4375,26,Other,Graduate,86,12,0,1,1,0,0,5,2,1,School Teacher
A4376,43,Other,Graduate,47,10,0,1,1,1,88,1,5,1,Sales Executive
A4377,22,Male,12th,88,0,1,1,0,0,91,5,2,5,Apprentice
A4378,35,Female,12th,51,8,0,0,0,1,0,2,5,2,Sales Executive
A4379,19,Female,10th,53,6,1,1,0,1,89,2,1,5,Lab Assistant
A4380,34,Other,12th,89,6,0,1,0,1,91,3,5,5,Lab Assistant
A4381,30,Male,10th,46,3,0,1,1,1,80,5,1,1,Lab Assistant
A4382,29,Other,10th,62,8,0,0,1,0,0,4,4,3,Sales Executive
A4383,39,Other,10th,66,10,0,1,0,1,78,3,5,4,Lab Assistant
A4384,31,Other,10th,91,5,0,0,1,1,0,2,5,3,Data Entry Operator
A4385,29,Female,12th,52,7,1,1,0,0,0,5,5,4,Lab Assistant
A4386,32,Male,Graduate,49,4,0,1,1,1,53,3,3,4,Clerk
A4387,18,Other,Postgrad,64,9,0,0,1,1,54,2,1,3,Data Entry Operator
A4388,19,Male,Postgrad,54,4,0,1,0,1,95,5,3,3,Security Guard
A4389,35,Male,Graduate,91,2,1,0,1,0,0,4,5,1,School Teacher
A4390,18,Female,Graduate,83,0,0,1,0,1,92,2,2,4,School Teacher
A4391,30,Other,10th,82,4,0,0,0,1,74,5,3,2,Customer Support
A4392,18,Other,Graduate,45,7,1,0,1,1,0,2,2,4,Clerk
A4393,43,Other,12th,57,10,0,0,0,1,0,1,4,5,Lab Assistant
A4394,28,Other,Diploma,43,10,1,1,1,0,0,5,5,3,Junior Engineer
A4395,43,Other,Graduate,77,1,0,1,1,0,68,5,4,3,Security Guard
A4396,43,Other,12th,67,14,0,1,1,0,0,5,4,4,Lab Assistant
A4397,28,Other,12th,68,3,1,0,0,0,81,4,3,4,Delivery Boy
A4398,33,Male,Postgrad,75,13,0,0,0,0,68,4,2,2,School Teacher
A4399,28,Male,Diploma,78,0,0,0,0,0,63,2,4,1,Security Guard
A4400,36,Female,Graduate,60,14,0,0,1,1,0,1,5,3,Data Entry Operator
A4401,18,Other,12th,74,9,1,1,0,1,0,5,1,1,Delivery Boy
A4402,44,Female,Graduate,62,6,0,0,1,1,68,1,3,3,Data Entry Operator
A4403,39,Other,10th,62,2,1,1,0,0,69,3,1,2,Lab Assistant
A4404,43,Female,Graduate,81,10,0,1,1,1,81,5,3,4,School Teacher
A4405,33,Male,10th,87,10,0,0,0,0,0,2,5,3,Sales Executive
A4406,44,Other,Graduate,47,15,0,0,1,0,0,3,4,4,Lab Assistant
A4407,30,Female,12th,83,4,1,1,0,0,0,4,1,4,Customer Support
A4408,20,Other,Graduate,94,15,0,0,1,1,0,5,3,1,Sales Executive
A4409,31,Male,Postgrad,72,5,0,1,1,0,0,5,3,1,School Teacher
A4410,38,Other,Graduate,89,4,1,1,0,0,0,1,2,4,School Teacher
A4411,37,Other,10th,86,8,1,0,1,1,86,2,4,1,Sales Executive
A4412,20,Other,Graduate,82,4,0,0,1,1,67,2,2,4,Data Entry Operator
A4413,29,Female,10th,62,2,1,0,0,1,0,4,3,2,Delivery Boy
A4414,44,Female,Postgrad,74,4,0,0,0,0,0,1,4,3,Security Guard
A4415,35,Male,10th,47,1,0,0,0,0,0,4,3,1,Apprentice
A4416,28,Other,10th,82,15,0,0,1,0,69,3,1,2,Lab Assistant
A4417,37,Other,12th,85,3,1,0,1,0,94,1,2,2,Lab Assistant
A4418,45,Female,Graduate,44,3,0,1,0,1,68,4,4,4,Security Guard
A4419,39,Male,10th,78,2,1,1,1,0,64,5,5,2,Lab Assistant
A4420,36,Female,Graduate,85,3,0,1,0,1,56,3,5,4,School Teacher
A4421,34,Male,Graduate,46,12,1,0,0,1,0,4,4,1,Junior Engineer
A4422,23,Male,Postgrad,67,3,0,0,1,0,0,2,4,1,Security Guard
A4423,42,Male,12th,67,6,0,1,1,1,0,4,2,2,Data Entry Operator
A4424,44,Other,Postgrad,45,1,1,1,0,0,0,1,3,1,Lab Assistant
A4425,29,Other,Graduate,69,9,0,1,1,0,85,4,5,4,School Teacher
A4426,21,Male,Diploma,84,4,0,1,1,0,59,3,1,5,Customer Support
A4427,24,Other,10th,68,2,1,0,1,0,68,2,4,1,Lab Assistant
A4428,22,Other,12th,49,0,0,0,0,0,0,3,4,4,Security Guard
A4429,39,Other,12th,85,9,1,0,0,0,0,4,3,2,Sales Executive
A4430,42,Female,Diploma,57,10,0,0,0,0,0,1,3,4,Security Guard
A4431,25,Other,10th,79,4,1,1,0,0,0,1,3,5,Delivery Boy
A4432,31,Other,12th,94,0,0,1,0,1,60,2,5,2,Apprentice
A4433,23,Other,Diploma,90,10,0,0,1,1,64,5,1,1,Junior Engineer
A4434,25,Female,Diploma,61,11,0,1,1,1,0,2,5,3,Lab Assistant
A4435,28,Male,Graduate,79,5,1,1,1,1,0,2,4,2,School Teacher
A4436,29,Female,Postgrad,51,15,1,1,1,1,72,1,2,5,Lab Assistant
A4437,40,Male,Postgrad,51,11,0,0,1,0,0,5,4,1,Lab Assistant
A4438,23,Female,Diploma,42,4,1,0,0,0,0,3,2,1,Lab Assistant
A4439,34,Male,Diploma,64,13,1,1,0,1,0,1,1,4,Junior Engineer
A4440,44,Female,Diploma,56,9,1,0,0,0,70,3,1,3,Junior Engineer
A4441,24,Male,12th,55,6,1,1,1,0,62,5,3,3,Lab Assistant
A4442,40,Male,Diploma,41,3,1,1,0,1,81,5,1,2,Junior Engineer
A4443,25,Female,12th,95,9,1,0,0,1,0,5,3,1,Lab Assistant
A4444,36,Male,Graduate,70,13,1,1,0,0,73,3,1,5,Security Guard
A4445,22,Male,Diploma,56,1,1,1,0,1,66,5,4,3,Delivery Boy
A4446,26,Female,Postgrad,44,3,1,0,0,0,0,3,3,2,Lab Assistant
A4447,35,Other,12th,85,4,0,0,0,0,0,1,3,2,Customer Support
A4448,20,Male,Graduate,88,4,0,1,1,1,0,2,3,2,School Teacher
A4449,39,Female,Graduate,89,13,0,0,0,0,0,3,5,1,School Teacher
A4450,38,Other,Diploma,49,6,0,1,0,0,87,2,5,3,Sales Executive
A4451,29,Male,Postgrad,45,14,1,0,1,0,66,3,2,3,Lab Assistant
A4452,43,Other,10th,80,3,0,0,1,1,74,2,3,4,Data Entry Operator
A4453,20,Female,Diploma,76,2,1,1,0,1,87,5,3,1,Delivery Boy
A4454,33,Male,Diploma,52,3,1,0,0,0,0,3,2,2,Junior Engineer
A4455,38,Male,Graduate,92,9,0,1,0,0,0,4,2,5,Security Guard
A4456,38,Female,Diploma,58,0,0,1,1,1,59,4,3,1,Junior Engineer
A4457,45,Other,Graduate,84,14,0,1,0,0,0,2,5,1,School Teacher
A4458,22,Male,Graduate,84,1,0,1,1,0,79,5,3,3,Security Guard
A4459,43,Male,Diploma,68,11,0,1,1,1,72,2,1,5,Data Entry Operator
A4460,36,Male,Graduate,59,12,0,1,0,0,0,4,3,5,Lab Assistant
A4461,42,Other,Postgrad,94,12,0,1,1,1,0,4,3,5,Data Entry Operator
A4462,42,Male,Graduate,45,15,0,1,0,0,0,4,2,4,Sales Executive
A4463,44,Female,Diploma,79,5,1,0,1,1,76,1,3,4,Data Entry Operator
A4464,19,Other,10th,71,6,1,1,1,1,0,5,1,4,Delivery Boy
A4465,32,Other,Diploma,66,15,0,0,1,0,88,5,1,1,Lab Assistant
A4466,44,Male,Graduate,75,13,1,1,0,0,0,2,4,2,Security Guard
A4467,30,Male,12th,44,6,0,1,0,1,0,5,5,1,Lab Assistant
A4468,20,Male,12th,54,10,0,0,0,0,0,1,3,3,Lab Assistant
A4469,22,Other,Postgrad,45,5,1,0,1,1,53,4,5,4,Delivery Boy
A4470,30,Female,Graduate,60,11,0,1,1,1,0,5,2,5,Clerk
A4471,36,Other,12th,75,15,0,0,1,0,90,2,1,2,Lab Assistant
A4472,28,Male,12th,54,8,1,1,1,0,91,3,2,4,Delivery Boy
A4473,42,Female,10th,62,9,0,0,1,0,0,1,3,2,Sales Executive
A4474,20,Male,Postgrad,73,8,1,0,1,1,0,4,2,2,Delivery Boy
A4475,30,Other,Graduate,92,11,1,1,0,0,95,4,2,4,School Teacher
A4476,18,Female,Diploma,71,4,1,0,1,0,0,1,3,4,Delivery Boy
A4477,38,Other,Postgrad,61,5,1,0,1,0,0,5,2,5,Lab Assistant
A4478,21,Male,Diploma,80,7,1,0,0,1,64,1,3,3,Lab Assistant
A4479,42,Other,12th,58,11,1,0,1,1,73,1,4,2,Clerk
A4480,26,Male,Diploma,54,4,1,1,1,0,90,3,3,5,Junior Engineer
A4481,21,Female,Diploma,78,11,1,1,0,1,84,4,2,4,Delivery Boy
A4482,26,Other,Diploma,60,11,1,1,0,0,0,1,4,3,Delivery Boy
A4483,31,Male,Diploma,94,11,0,1,1,1,64,4,5,1,Sales Executive
A4484,27,Male,Postgrad,87,5,0,1,0,1,76,1,5,2,Sales Executive
A4485,19,Male,Graduate,77,0,0,0,0,1,64,3,5,4,School Teacher
A4486,32,Female,Graduate,86,5,0,0,0,1,68,5,1,5,Security Guard
A4487,21,Male,10th,44,9,1,0,1,1,74,1,3,5,Lab Assistant
A4488,28,Female,12th,91,10,0,1,0,1,79,4,1,5,Security Guard
A4489,43,Female,12th,48,0,0,0,0,1,76,2,5,5,Security Guard
A4490,38,Male,10th,40,14,1,1,1,1,0,2,2,2,Lab Assistant
A4491,35,Other,10th,47,7,0,0,0,1,54,2,1,4,Sales Executive
A4492,27,Female,Graduate,63,4,0,1,1,0,57,3,5,2,Junior Engineer
A4493,38,Male,12th,57,1,1,0,0,1,63,1,3,3,Security Guard
A4494,29,Male,Graduate,65,6,1,1,1,0,50,5,2,3,Delivery Boy
A4495,37,Male,10th,81,3,1,0,1,1,0,2,1,3,Lab Assistant
A4496,41,Female,Diploma,41,7,1,1,1,0,79,3,3,4,Sales Executive
A4497,38,Other,Diploma,44,9,0,0,0,1,69,3,3,5,Junior Engineer
A4498,20,Other,10th,62,5,0,1,0,1,83,5,1,1,Sales Executive
A4499,31,Other,Diploma,41,13,0,1,1,1,0,5,1,1,Lab Assistant
A4500,41,Female,10th,68,11,1,1,1,1,78,5,5,4,Sales Executive
A4501,45,Female,Diploma,86,3,0,0,0,0,78,3,4,2,Security Guard
A4502,37,Female,Postgrad,72,5,0,1,1,1,65,5,3,5,Sales Executive
A4503,31,Male,Diploma,62,8,1,0,0,0,0,1,2,1,Lab Assistant
A4504,19,Male,Graduate,60,9,0,1,1,0,0,2,1,1,Lab Assistant
A4505,41,Male,Postgrad,57,1,1,0,0,1,55,3,5,4,Lab Assistant
A4506,26,Male,Graduate,59,7,1,0,0,1,72,4,2,3,Delivery Boy
A4507,42,Other,Diploma,72,2,0,0,0,1,0,4,1,3,Customer Support
A4508,45,Male,Graduate,47,9,1,1,0,1,82,1,2,4,Lab Assistant
A4509,40,Female,12th,44,6,0,0,1,1,0,3,5,3,Data Entry Operator
A4510,40,Other,Diploma,48,12,1,0,1,1,55,4,2,4,Sales Executive
A4511,42,Female,Diploma,87,9,0,0,0,0,0,5,3,3,Security Guard
A4512,35,Male,10th,81,10,0,0,0,1,0,5,3,3,Sales Executive
A4513,24,Other,10th,92,0,0,1,0,1,0,2,1,2,Apprentice
A4514,44,Male,Diploma,83,15,1,1,1,0,69,5,1,5,Junior Engineer
A4515,38,Other,10th,51,12,0,0,0,0,0,2,2,2,Sales Executive
A4516,31,Other,Postgrad,44,11,1,1,1,1,0,3,2,5,Data Entry Operator
A4517,30,Female,Postgrad,80,14,1,0,0,0,0,4,2,5,School Teacher
A4518,29,Male,Graduate,85,4,1,0,1,0,0,4,2,1,Delivery Boy
A4519,44,Female,10th,56,13,0,1,1,1,53,1,4,2,Lab Assistant
A4520,36,Other,12th,85,5,1,0,1,1,0,5,4,3,Clerk
A4521,28,Other,10th,51,11,1,0,1,0,0,4,2,3,Lab Assistant
A4522,39,Male,Postgrad,57,11,0,1,1,0,69,3,5,4,Security Guard
A4523,38,Other,Diploma,49,6,1,0,0,0,0,1,5,5,Junior Engineer
A4524,32,Male,Postgrad,59,13,1,1,1,1,0,3,3,2,Lab Assistant
A4525,43,Other,12th,43,1,1,0,0,1,0,5,3,4,Apprentice
A4526,40,Other,10th,75,12,0,0,1,1,80,5,1,3,Data Entry Operator
A4527,28,Female,Diploma,74,11,0,1,0,1,53,4,2,1,Lab Assistant
A4528,38,Female,Postgrad,56,14,0,1,1,0,0,2,2,3,Sales Executive
